,eta,calorie
3622,57,2395
3623,20,2444
3624,65,1858
3625,46,2290
3626,23,2585
3627,35,2006
3628,53,2184
3629,58,2161
3630,17,2645
3631,65,2255
3632,60,2128
3633,18,2852
3634,68,1830
3635,36,2390
3636,28,2436
3637,42,2440
3638,66,2021
3639,22,2810
3640,34,2490
3641,55,2420
3642,45,2117
3643,59,2137
3644,24,2826
3645,49,2394
3646,46,2474
3647,44,2270
3648,67,1862
3649,38,2071
3650,28,2805
3651,61,2262
3652,49,2471
3653,29,2300
3654,43,2473
3655,35,2439
3656,37,2488
3657,41,2432
3658,70,1994
3659,39,2119
3660,56,2311
3661,66,2014
3662,45,2191
3663,18,2724
3664,36,2531
3665,39,2492
3666,35,2188
3667,25,2739
3668,36,2484
3669,22,2501
3670,51,2499
3671,48,2298
3672,53,2087
3673,38,2130
3674,45,2495
3675,56,2070
3676,45,2082
3677,63,2222
3678,25,2871
3679,19,2584
3680,53,2476
3681,22,2383
3682,19,2397
3683,40,2265
3684,59,2096
3685,42,2027
3686,47,2485
3687,19,2595
3688,60,1902
3689,28,2858
3690,21,2371
3691,57,2472
3692,24,2595
3693,51,2027
3694,69,1825
3695,23,2743
3696,22,2686
3697,17,2870
3698,27,2465
3699,53,2248
3700,32,2087
3701,65,2268
3702,40,2418
3703,68,1902
3704,23,2876
3705,67,2064
3706,17,2391
3707,36,2266
3708,43,2036
3709,51,2112
3710,36,2440
3711,49,2287
3712,60,1994
3713,40,2061
3714,58,2342
3715,55,2147
3716,27,2365
3717,39,2111
3718,45,2179
3719,29,2484
3720,45,2033
3721,57,2488
3722,37,2522
3723,44,2316
3724,43,2156
3725,26,2589
3726,34,2173
3727,21,2587
3728,67,2125
3729,44,2466
3730,40,2317
3731,69,2217
3732,38,2075
3733,34,2334
3734,52,2228
3735,51,2206
3736,66,2136
3737,40,2452
3738,56,2323
3739,34,2457
3740,32,2285
3741,62,2089
3742,19,2735
3743,40,2239
3744,60,2199
3745,53,2111
3746,23,2337
3747,44,2025
3748,61,1870
3749,28,2857
3750,54,2009
3751,68,2121
3752,58,2154
3753,19,2482
3754,52,2031
3755,29,2562
3756,58,2280
3757,17,2764
3758,35,2178
3759,17,2358
3760,32,2364
3761,19,2617
3762,41,2224
3763,33,2314
3764,36,2434
3765,39,2215
3766,28,2430
3767,32,2209
3768,43,2161
3769,41,2189
3770,24,2817
3771,18,2760
3772,53,2024
3773,26,2540
3774,18,2420
3775,66,2041
3776,37,2538
3777,53,2138
3778,68,2099
3779,30,2428
3780,70,2175
3781,50,2242
3782,22,2372
3783,46,2380
3784,70,1899
3785,21,2319
3786,25,2449
3787,66,2042
3788,29,2515
3789,24,2437
3790,34,2116
3791,50,2002
3792,55,2319
3793,29,2465
3794,37,2358
3795,41,2034
3796,51,2298
3797,67,2109
3798,61,1869
3799,36,2282
3800,64,2040
3801,57,2090
3802,47,2451
3803,23,2732
3804,31,2133
3805,61,2227
3806,43,2255
3807,68,2220
3808,53,2090
3809,66,2075
3810,59,2169
3811,21,2877
3812,35,2238
3813,66,2041
3814,35,2409
3815,69,1915
3816,42,2243
3817,66,1953
3818,45,2395
3819,59,2411
3820,47,2192
3821,34,2509
3822,42,2127
3823,54,2289
3824,66,2288
3825,41,2192
3826,43,2281
3827,42,2086
3828,39,2250
3829,54,2361
3830,69,2274
3831,52,2337
3832,51,2027
3833,52,2331
3834,67,2289
3835,39,2515
3836,50,2174
3837,40,2428
3838,32,2370
3839,36,2358
3840,41,2092
3841,57,2113
3842,18,2591
3843,70,1989
3844,58,2012
3845,50,2143
3846,50,2143
3847,34,2386
3848,56,2076
3849,22,2428
3850,59,2480
3851,43,2242
3852,36,2034
3853,36,2038
3854,62,2061
3855,36,2303
3856,62,1842
3857,47,2302
3858,19,2727
3859,19,2453
3860,58,2001
3861,66,2240
3862,51,2474
3863,63,2174
3864,26,2677
3865,49,2318
3866,38,2174
3867,60,1979
3868,70,2233
3869,47,2054
3870,62,1902
3871,37,2498
3872,35,2163
3873,27,2823
3874,30,2243
3875,22,2880
3876,57,2493
3877,17,2344
3878,51,2331
3879,50,2462
3880,57,2495
3881,37,2524
3882,24,2746
3883,25,2622
3884,19,2544
3885,23,2466
3886,45,2149
3887,23,2443
3888,68,1971
3889,29,2701
3890,29,2544
3891,34,2052
3892,42,2227
3893,40,2040
3894,51,2229
3895,66,1956
3896,41,2331
3897,26,2301
3898,53,2131
3899,30,2070
3900,57,2239
3901,53,2416
3902,41,2131
3903,40,2155
3904,39,2568
3905,23,2436
3906,61,1919
3907,21,2640
3908,61,1975
3909,57,2341
3910,32,2011
3911,66,1972
3912,55,2105
3913,22,2392
3914,21,2880
3915,26,2766
3916,58,2391
3917,64,1866
3918,39,2541
3919,18,2739
3920,37,2163
3921,63,2073
3922,62,1835
3923,64,2169
3924,22,2736
3925,37,2174
3926,48,2166
3927,29,2811
3928,22,2718
3929,67,1820
3930,39,2581
3931,19,2429
3932,26,2747
3933,49,2468
3934,52,2047
3935,17,2570
3936,29,2524
3937,55,2056
3938,45,2028
3939,41,2421
3940,56,2188
3941,23,2696
3942,66,1858
3943,43,2483
3944,27,2542
3945,31,2186
3946,33,2329
3947,53,2441
3948,67,2033
3949,69,1881
3950,60,2265
3951,69,1992
3952,24,2498
3953,70,1818
3954,19,2413
3955,25,2303
3956,68,2254
3957,19,2638
3958,66,2246
3959,50,2421
3960,60,2043
3961,34,2083
3962,52,2011
3963,33,2568
3964,70,1857
3965,28,2848
3966,27,2804
3967,31,2440
3968,46,2388
3969,37,2197
3970,45,2299
3971,43,2465
3972,29,2489
3973,19,2355
3974,42,2430
3975,25,2880
3976,24,2463
3977,67,2227
3978,41,2383
3979,70,2279
3980,22,2341
3981,53,2357
3982,47,2030
3983,47,2497
3984,52,2029
3985,42,2309
3986,37,2298
3987,58,2352
3988,41,2192
3989,35,2069
3990,43,2443
3991,29,2769
3992,57,2274
3993,49,2091
3994,44,2405
3995,57,2334
3996,33,2012
3997,21,2852
3998,32,2343
3999,40,2446
4000,69,2175
4001,21,2438
4002,51,2149
4003,51,2333
4004,59,2175
4005,42,2411
4006,23,2652
4007,52,2275
4008,56,2243
4009,51,2181
4010,37,2238
4011,52,2410
4012,26,2634
4013,49,2061
4014,38,2017
4015,45,2390
4016,30,2471
4017,56,2246
4018,19,2566
4019,37,2003
4020,45,2204
4021,66,2090
4022,54,2176
4023,68,1861
4024,23,2324
4025,29,2314
4026,35,2151
4027,61,2063
4028,53,2219
4029,46,2261
4030,48,2169
4031,21,2865
4032,33,2424
4033,18,2474
4034,19,2430
4035,56,2465
4036,41,2389
4037,44,2060
4038,52,2231
4039,41,2301
4040,30,2385
4041,38,2364
4042,62,2186
4043,37,2067
4044,37,2326
4045,68,2030
4046,44,2473
4047,59,2429
4048,69,2072
4049,44,2123
4050,25,2310
4051,50,2312
4052,21,2867
4053,67,2117
4054,34,2249
4055,38,2552
4056,47,2152
4057,55,2161
4058,57,2018
4059,28,2775
4060,44,2498
4061,24,2619
4062,60,2080
4063,23,2446
4064,52,2360
4065,69,1940
4066,50,2471
4067,32,2125
4068,31,2411
4069,24,2427
4070,17,2433
4071,68,1819
4072,46,2274
4073,59,2175
4074,61,1868
4075,36,2408
4076,65,2135
4077,31,2118
4078,30,2309
4079,48,2476
4080,36,2285
4081,38,2149
4082,25,2664
4083,39,2434
4084,35,2124
4085,34,2287
4086,67,2216
4087,34,2572
4088,41,2192
4089,62,2037
4090,51,2213
4091,53,2321
4092,26,2596
4093,20,2723
4094,42,2145
4095,29,2891
4096,19,2880
4097,57,2086
4098,41,2448
4099,42,2209
4100,35,2380
4101,43,2038
4102,56,2097
4103,58,2149
4104,42,2033
4105,55,2347
4106,67,2128
4107,36,2289
4108,38,2075
4109,30,2366
4110,34,2294
4111,24,2615
4112,42,2236
4113,38,2371
4114,26,2796
4115,22,2740
4116,40,2101
4117,17,2535
4118,24,2368
4119,48,2243
4120,62,1816
4121,50,2389
4122,52,2289
4123,17,2602
4124,34,2130
4125,64,1918
4126,52,2318
4127,29,2874
4128,25,2402
4129,37,2232
4130,57,2018
4131,39,2426
4132,37,2054
4133,35,2125
4134,60,2073
4135,36,2235
4136,57,2068
4137,55,2476
4138,65,2271
4139,45,2157
4140,37,2072
4141,70,1943
4142,20,2579
4143,41,2197
4144,27,2675
4145,63,1948
4146,61,2171
4147,19,2567
4148,41,2075
4149,26,2701
4150,34,2119
4151,20,2877
4152,30,2590
4153,46,2192
4154,56,2216
4155,27,2304
4156,68,2144
4157,62,2258
4158,35,2413
4159,59,2375
4160,59,2175
4161,30,2195
4162,31,2227
4163,17,2846
4164,30,2461
4165,39,2464
4166,17,2612
4167,22,2447
4168,22,2499
4169,37,2167
4170,37,2588
4171,65,2201
4172,46,2450
4173,37,2187
4174,70,2289
4175,32,2187
4176,69,1879
4177,33,2223
4178,52,2222
4179,22,2772
4180,32,2461
4181,51,2046
4182,50,2153
4183,53,2324
4184,45,2210
4185,48,2481
4186,22,2630
4187,49,2046
4188,54,2161
4189,64,1984
4190,47,2402
4191,32,2139
4192,56,2086
4193,54,2421
4194,37,2192
4195,50,2308
4196,48,2063
4197,38,2248
4198,27,2842
4199,40,2450
4200,66,2019
4201,63,2063
4202,24,2440
4203,43,2342
4204,58,2415
4205,45,2434
4206,26,2631
4207,35,2147
4208,54,2443
4209,33,2490
4210,42,2378
4211,69,2025
4212,48,2467
4213,22,2692
4214,18,2594
4215,56,2292
4216,57,2233
4217,26,2641
4218,43,2078
4219,45,2000
4220,32,2151
4221,43,2477
4222,64,1862
4223,21,2880
4224,31,2118
4225,62,1986
4226,66,1819
4227,53,2431
4228,18,2814
4229,37,2530
4230,25,2687
4231,53,2290
4232,60,2093
4233,57,2023
4234,34,2336
4235,18,2805
4236,53,2182
4237,27,2792
4238,36,2562
4239,40,2374
4240,67,1919
4241,56,2127
4242,44,2033
4243,30,2589
4244,57,2120
4245,69,2292
4246,46,2415
4247,19,2846
4248,24,2318
4249,70,2065
4250,39,2392
4251,38,2501
4252,57,2211
4253,36,2131
4254,37,2129
4255,50,2089
4256,27,2346
4257,51,2323
4258,21,2766
4259,60,1998
4260,53,2116
4261,61,1819
4262,50,2137
4263,49,2096
4264,62,2237
4265,65,2191
4266,19,2499
4267,19,2890
4268,49,2433
4269,39,2100
4270,37,2007
4271,25,2661
4272,31,2358
4273,46,2438
4274,70,1937
4275,32,2354
4276,17,2620
4277,49,2107
4278,37,2433
4279,59,2487
4280,59,2398
4281,28,2675
4282,48,2340
4283,23,2751
4284,34,2493
4285,49,2411
4286,45,2346
4287,53,2100
4288,20,2617
4289,35,2161
4290,63,1880
4291,36,2200
4292,55,2104
4293,30,2405
4294,54,2078
4295,61,2093
4296,34,2499
4297,59,2448
4298,26,2690
4299,31,2593
4300,62,2204
4301,57,2119
4302,34,2168
4303,21,2389
4304,20,2537
4305,65,2033
4306,70,2096
4307,18,2576
4308,47,2062
4309,57,2080
4310,22,2499
4311,30,2045
4312,60,2087
4313,41,2280
4314,22,2520
4315,30,2242
4316,17,2476
4317,67,2278
4318,30,2387
4319,57,2254
4320,21,2624
4321,64,2047
4322,37,2534
4323,19,2793
4324,41,2061
4325,32,2512
4326,19,2702
4327,41,2054
4328,66,2082
4329,34,2355
4330,62,2003
4331,55,2251
4332,66,2206
4333,38,2076
4334,28,2573
4335,54,2095
4336,56,2296
4337,38,2252
4338,40,2143
4339,67,1923
4340,28,2893
4341,64,2187
4342,25,2614
4343,26,2516
4344,36,2359
4345,36,2421
4346,57,2425
4347,23,2530
4348,48,2413
4349,28,2609
4350,17,2379
4351,52,2392
4352,62,1992
4353,45,2452
4354,45,2345
4355,49,2082
4356,58,2033
4357,62,1868
4358,57,2208
4359,25,2621
4360,60,2012
4361,26,2364
4362,24,2389
4363,54,2330
4364,18,2307
4365,46,2379
4366,35,2541
4367,70,1867
4368,17,2339
4369,49,2417
4370,61,1877
4371,24,2700
4372,56,2322
4373,21,2872
4374,20,2347
4375,34,2194
4376,57,2462
4377,49,2186
4378,30,2154
4379,45,2060
4380,49,2383
4381,42,2224
4382,28,2386
4383,33,2416
4384,27,2438
4385,18,2418
4386,47,2303
4387,41,2145
4388,41,2161
4389,52,2320
4390,68,2140
4391,29,2682
4392,45,2276
4393,67,1985
4394,62,1951
4395,43,2116
4396,38,2490
4397,32,2576
4398,54,2443
4399,70,1944
4400,47,2354
4401,22,2850
4402,67,1825
4403,69,2148
4404,23,2411
4405,18,2464
4406,70,2001
4407,49,2102
4408,45,2207
4409,66,1897
4410,24,2348
4411,70,2162
4412,44,2402
4413,22,2763
4414,57,2419
4415,70,2034
4416,52,2365
4417,62,1910
4418,37,2079
4419,33,2258
4420,56,2218
4421,24,2814
4422,66,2131
4423,65,2150
4424,37,2015
4425,44,2199
4426,20,2425
4427,35,2225
4428,68,1813
4429,46,2111
4430,27,2787
4431,24,2646
4432,27,2526
4433,18,2413
4434,24,2827
4435,36,2338
4436,34,2368
4437,32,2254
4438,62,2124
4439,26,2481
4440,30,2146
4441,34,2045
4442,49,2398
4443,20,2458
4444,48,2396
4445,25,2493
4446,21,2397
4447,39,2469
4448,17,2581
4449,67,1808
4450,48,2438
4451,70,2255
4452,38,2046
4453,58,2413
4454,55,2122
4455,40,2301
4456,26,2839
4457,26,2803
4458,35,2260
4459,61,2158
4460,21,2669
4461,38,2028
4462,60,1857
4463,55,2272
4464,56,2393
4465,25,2887
4466,68,2252
4467,17,2517
4468,64,2001
4469,30,2550
4470,36,2153
4471,26,2440
4472,33,2345
4473,70,2132
4474,38,2112
4475,26,2397
4476,30,2336
4477,40,2470
4478,70,2295
4479,53,2373
4480,45,2051
4481,22,2643
4482,34,2184
4483,42,2238
4484,52,2371
4485,37,2468
4486,24,2609
4487,23,2375
4488,69,2226
4489,22,2880
4490,56,2341
4491,52,2302
4492,58,2258
4493,35,2341
4494,69,2080
4495,30,2568
4496,41,2041
4497,40,2316
4498,54,2307
4499,25,2403
4500,51,2259
4501,40,2273
4502,47,2190
4503,50,2451
4504,68,1853
4505,40,2398
4506,54,2362
4507,23,2354
4508,68,1925
4509,56,2192
4510,22,2726
4511,69,2098
4512,59,2495
4513,19,2799
4514,59,2015
4515,28,2667
4516,42,2194
4517,35,2279
4518,18,2343
4519,27,2409
4520,70,2148
4521,65,2080
4522,60,1963
4523,28,2827
4524,64,1845
4525,37,2328
4526,52,2008
4527,62,1850
4528,58,2142
4529,52,2263
4530,54,2330
4531,31,2097
4532,32,2133
4533,42,2230
4534,58,2320
4535,32,2561
4536,55,2018
4537,48,2428
4538,50,2221
4539,53,2173
4540,65,2022
4541,68,2019
4542,42,2240
4543,65,1968
4544,60,2219
4545,68,2244
4546,58,2222
4547,18,2367
4548,33,2132
4549,60,1970
4550,43,2230
4551,47,2283
4552,42,2219
4553,60,2256
4554,22,2324
4555,28,2892
4556,37,2189
4557,51,2039
4558,19,2347
4559,49,2351
4560,32,2545
4561,25,2500
4562,49,2383
4563,69,2043
4564,37,2386
4565,49,2436
4566,62,1996
4567,61,2009
4568,56,2218
4569,17,2326
4570,33,2328
4571,27,2595
4572,30,2573
4573,61,1979
4574,32,2503
4575,36,2337
4576,50,2192
4577,30,2182
4578,24,2472
4579,64,1990
4580,53,2158
4581,30,2502
4582,60,2078
4583,18,2326
4584,60,2131
4585,69,2145
4586,52,2364
4587,27,2889
4588,70,2189
4589,43,2297
4590,37,2301
4591,69,1943
4592,20,2371
4593,43,2464
4594,31,2305
4595,33,2512
4596,44,2141
4597,60,2065
4598,52,2131
4599,18,2564
4600,35,2501
4601,29,2670
4602,19,2565
4603,24,2374
4604,46,2298
4605,50,2483
4606,28,2606
4607,48,2418
4608,24,2667
4609,40,2227
4610,19,2633
4611,36,2529
4612,67,2250
4613,51,2285
4614,60,1992
4615,56,2420
4616,61,2232
4617,46,2144
4618,65,2195
4619,39,2523
4620,19,2890
4621,38,2491
4622,32,2537
4623,70,1864
4624,36,2263
4625,31,2007
4626,52,2105
4627,57,2482
4628,21,2565
4629,17,2492
4630,17,2523
4631,23,2416
4632,25,2423
4633,64,2084
4634,27,2595
4635,30,2157
4636,46,2160
4637,34,2501
4638,50,2366
4639,25,2627
4640,48,2271
4641,29,2417
4642,33,2104
4643,25,2718
4644,26,2625
4645,66,2067
4646,18,2373
4647,61,2072
4648,24,2776
4649,37,2181
4650,56,2217
4651,41,2302
4652,24,2885
4653,68,1922
4654,48,2430
4655,65,2102
4656,69,1891
4657,45,2280
4658,47,2126
4659,30,2505
4660,43,2492
4661,50,2125
4662,24,2520
4663,31,2404
4664,55,2234
4665,70,2069
4666,46,2058
4667,56,2070
4668,20,2396
4669,18,2631
4670,65,1800
4671,65,2227
4672,55,2026
4673,63,2049
4674,56,2209
4675,68,2131
4676,65,2262
4677,68,2180
4678,26,2610
4679,58,2103
4680,42,2458
4681,65,2022
4682,25,2493
4683,58,2436
4684,60,2060
4685,69,2138
4686,41,2288
4687,63,1810
4688,70,2168
4689,41,2415
4690,43,2479
4691,30,2476
4692,53,2308
4693,24,2686
4694,23,2567
4695,65,2031
4696,67,1872
4697,40,2441
4698,56,2093
4699,37,2590
4700,60,2232
4701,52,2368
4702,59,2068
4703,50,2190
4704,66,1933
4705,20,2560
4706,68,1986
4707,37,2416
4708,50,2291
4709,36,2575
4710,56,2393
4711,65,1844
4712,58,2092
4713,67,2203
4714,29,2378
4715,56,2428
4716,49,2037
4717,32,2346
4718,46,2451
4719,28,2484
4720,32,2359
4721,64,2058
4722,46,2389
4723,17,2822
4724,54,2001
4725,49,2320
4726,66,1885
4727,48,2138
4728,46,2401
4729,20,2595
4730,36,2493
4731,69,2010
4732,67,2185
4733,64,1825
4734,46,2289
4735,19,2762
4736,17,2580
4737,57,2468
4738,23,2809
4739,54,2353
4740,63,2292
4741,18,2598
4742,53,2422
4743,34,2016
4744,39,2170
4745,28,2529
4746,56,2056
4747,56,2162
4748,45,2356
4749,53,2060
4750,29,2393
4751,56,2121
4752,52,2445
4753,50,2250
4754,68,2178
4755,43,2447
4756,66,1983
4757,50,2390
4758,27,2331
4759,56,2180
4760,52,2161
4761,58,2476
4762,50,2384
4763,51,2275
4764,54,2170
4765,68,1884
4766,44,2267
4767,47,2471
4768,42,2197
4769,43,2363
4770,25,2400
4771,56,2243
4772,21,2701
4773,67,2195
4774,30,2170
4775,62,2222
4776,45,2081
4777,38,2560
4778,60,2007
4779,29,2410
4780,28,2740
4781,20,2650
4782,34,2360
4783,40,2031
4784,18,2811
4785,29,2527
4786,26,2493
4787,55,2394
4788,26,2525
4789,45,2030
4790,39,2483
4791,51,2151
4792,51,2418
4793,53,2290
4794,43,2286
4795,56,2168
4796,21,2320
4797,44,2337
4798,24,2799
4799,23,2883
4800,48,2456
4801,31,2203
4802,39,2323
4803,66,1946
4804,41,2086
4805,63,1937
4806,49,2431
4807,49,2345
4808,36,2265
4809,66,2187
4810,43,2417
4811,49,2132
4812,18,2568
4813,28,2415
4814,30,2487
4815,20,2882
4816,28,2790
4817,46,2410
4818,60,2274
4819,45,2281
4820,46,2005
4821,52,2455
4822,29,2361
4823,38,2456
4824,27,2502
4825,22,2656
4826,62,1871
4827,56,2262
4828,62,2047
4829,60,2012
4830,53,2452
4831,17,2868
4832,43,2141
4833,48,2250
4834,18,2898
4835,39,2358
4836,46,2483
4837,58,2412
4838,32,2569
4839,39,2426
4840,43,2328
4841,69,1860
4842,53,2323
4843,63,2220
4844,27,2331
4845,33,2323
4846,52,2221
4847,65,2229
4848,49,2465
4849,55,2007
4850,38,2576
4851,60,2069
4852,17,2426
4853,21,2672
4854,34,2111
4855,22,2364
4856,56,2147
4857,17,2319
4858,59,2359
4859,70,2149
4860,64,1975
4861,29,2813
4862,25,2396
4863,25,2753
4864,34,2420
4865,57,2112
4866,69,2087
4867,65,1800
4868,34,2216
4869,35,2205
4870,20,2559
4871,66,1893
4872,63,2021
4873,34,2246
4874,42,2004
4875,57,2454
4876,69,2071
4877,43,2430
4878,47,2451
4879,46,2147
4880,63,2215
4881,23,2613
4882,46,2106
4883,66,1917
4884,28,2423
4885,37,2532
4886,47,2224
4887,54,2041
4888,33,2463
4889,41,2279
4890,43,2157
4891,33,2382
4892,17,2737
4893,19,2559
4894,33,2267
4895,45,2198
4896,39,2341
4897,44,2106
4898,32,2261
4899,69,2262
4900,60,2080
4901,41,2473
4902,46,2150
4903,42,2325
4904,63,1956
4905,41,2054
4906,58,2006
4907,18,2520
4908,28,2496
4909,65,2180
4910,20,2650
4911,18,2575
4912,66,2260
4913,37,2371
4914,57,2132
4915,22,2329
4916,65,1978
4917,46,2308
4918,60,1855
4919,21,2612
4920,17,2738
4921,54,2223
4922,23,2753
4923,52,2303
4924,30,2299
4925,69,1843
4926,25,2576
4927,47,2206
4928,63,1931
4929,62,1958
4930,42,2337
4931,25,2749
4932,43,2214
4933,48,2175
4934,68,2207
4935,31,2017
4936,69,2023
4937,32,2236
4938,28,2498
4939,47,2113
4940,50,2192
4941,40,2188
4942,38,2488
4943,50,2085
4944,54,2213
4945,29,2553
4946,56,2174
4947,61,1985
4948,32,2544
4949,60,2015
4950,63,2293
4951,25,2344
4952,63,2139
4953,61,2089
4954,70,2273
4955,47,2370
4956,59,2389
4957,30,2174
4958,29,2671
4959,50,2380
4960,27,2311
4961,59,2227
4962,25,2329
4963,70,2088
4964,34,2423
4965,49,2393
4966,34,2401
4967,66,1956
4968,66,2200
4969,34,2333
4970,63,1956
4971,67,2142
4972,23,2800
4973,64,2153
4974,63,2041
4975,23,2796
4976,43,2314
4977,66,1906
4978,27,2535
4979,28,2474
4980,47,2103
4981,30,2531
4982,47,2323
4983,22,2426
4984,48,2070
4985,48,2266
4986,46,2332
4987,23,2403
4988,40,2330
4989,47,2428
4990,21,2534
4991,57,2350
4992,55,2092
4993,32,2103
4994,62,2071
4995,59,2324
4996,54,2301
4997,19,2482
4998,25,2893
4999,68,2063
5000,41,2422
5001,25,2492
5002,58,2428
5003,56,2257
5004,48,2044
5005,37,2179
5006,17,2337
5007,48,2013
5008,54,2495
5009,36,2385
5010,22,2759
5011,30,2577
5012,66,1903
5013,56,2050
5014,18,2607
5015,25,2800
5016,57,2073
5017,37,2054
5018,70,2047
5019,62,2299
5020,30,2057
5021,48,2442
5022,32,2516
5023,31,2046
5024,21,2529
5025,38,2473
5026,19,2435
5027,52,2190
5028,60,2259
5029,64,2092
5030,63,1925
5031,63,2182
5032,38,2432
5033,32,2251
5034,37,2349
5035,33,2395
5036,26,2621
5037,53,2226
5038,33,2114
5039,55,2059
5040,33,2348
5041,34,2326
5042,37,2546
5043,63,2001
5044,66,2148
5045,64,1915
5046,28,2863
5047,49,2380
5048,27,2480
5049,41,2313
5050,37,2027
5051,36,2465
5052,68,1881
5053,65,2238
5054,39,2542
5055,57,2492
5056,64,2096
5057,33,2529
5058,60,2226
5059,20,2400
5060,46,2385
5061,49,2221
5062,40,2290
5063,35,2402
5064,66,2162
5065,35,2265
5066,25,2399
5067,59,2438
5068,34,2600
5069,31,2542
5070,54,2073
5071,27,2465
5072,60,2118
5073,61,2300
5074,30,2456
5075,39,2034
5076,36,2016
5077,25,2860
5078,33,2570
5079,47,2054
5080,51,2121
5081,70,2160
5082,56,2060
5083,59,2422
5084,17,2585
5085,23,2536
5086,68,2034
5087,67,2180
5088,40,2458
5089,52,2394
5090,46,2153
5091,32,2464
5092,32,2267
5093,36,2178
5094,53,2281
5095,24,2398
5096,33,2257
5097,64,1846
5098,19,2522
5099,68,2095
5100,61,2236
5101,25,2401
5102,60,2048
5103,48,2495
5104,30,2483
5105,29,2859
5106,62,2023
5107,39,2126
5108,58,2248
5109,23,2738
5110,26,2452
5111,25,2882
5112,48,2056
5113,41,2323
5114,64,2165
5115,40,2305
5116,25,2447
5117,59,2128
5118,51,2459
5119,65,1889
5120,70,1886
5121,67,1812
5122,56,2042
5123,56,2181
5124,20,2589
5125,21,2839
5126,33,2474
5127,24,2306
5128,38,2554
5129,31,2307
5130,69,2247
5131,37,2372
5132,41,2488
5133,59,2245
5134,33,2262
5135,56,2453
5136,55,2271
5137,54,2136
5138,45,2239
5139,46,2339
5140,17,2321
5141,31,2037
5142,60,2182
5143,30,2090
5144,40,2054
5145,43,2037
5146,46,2335
5147,29,2856
5148,56,2197
5149,33,2561
5150,67,2148
5151,37,2073
5152,63,2152
5153,47,2437
5154,50,2155
5155,69,2270
5156,40,2334
5157,41,2378
5158,68,2050
5159,30,2387
5160,28,2788
5161,28,2841
5162,41,2264
5163,41,2139
5164,39,2145
5165,32,2536
5166,54,2443
5167,64,2219
5168,70,2294
5169,34,2392
5170,23,2856
5171,37,2412
5172,26,2674
5173,47,2100
5174,24,2813
5175,21,2791
5176,67,2202
5177,63,2029
5178,22,2340
5179,21,2325
5180,37,2106
5181,18,2783
5182,30,2037
5183,23,2717
5184,61,2087
5185,23,2331
5186,49,2178
5187,49,2498
5188,17,2867
5189,70,1975
5190,33,2490
5191,21,2380
5192,43,2167
5193,18,2768
5194,36,2377
5195,26,2651
5196,45,2277
5197,43,2207
5198,58,2020
5199,34,2159
5200,26,2366
5201,68,2130
5202,58,2326
5203,56,2016
5204,38,2370
5205,70,1982
5206,51,2010
5207,65,2249
5208,61,1988
5209,58,2436
5210,18,2338
5211,20,2802
5212,52,2100
5213,34,2401
5214,68,2185
5215,58,2155
5216,56,2175
5217,25,2495
5218,18,2513
5219,38,2530
5220,32,2583
5221,54,2031
5222,69,2023
5223,56,2105
5224,63,1828
5225,21,2811
5226,40,2106
5227,43,2457
5228,52,2290
5229,47,2349
5230,59,2488
5231,70,1841
5232,56,2244
5233,31,2583
5234,58,2085
5235,34,2099
5236,54,2276
5237,53,2277
5238,43,2351
5239,51,2117
5240,64,1824
5241,47,2219
5242,66,2249
5243,40,2292
5244,49,2475
5245,42,2462
5246,28,2793
5247,64,2146
5248,33,2299
5249,57,2207
5250,27,2737
5251,27,2490
5252,40,2198
5253,38,2401
5254,43,2195
5255,52,2275
5256,45,2222
5257,33,2285
5258,30,2025
5259,61,2002
5260,35,2425
5261,19,2792
5262,55,2222
5263,56,2373
5264,44,2433
5265,68,1850
5266,19,2341
5267,68,2019
5268,67,2194
5269,66,1935
5270,67,2219
5271,51,2201
5272,19,2443
5273,41,2476
5274,52,2151
5275,20,2540
5276,51,2030
5277,17,2582
5278,65,2203
5279,60,1930
5280,26,2613
5281,52,2273
5282,47,2437
5283,39,2317
5284,34,2028
5285,59,2059
5286,22,2326
5287,64,1917
5288,28,2656
5289,40,2421
5290,48,2021
5291,31,2352
5292,36,2438
5293,55,2398
5294,23,2562
5295,67,2197
5296,32,2591
5297,60,2063
5298,34,2297
5299,61,1985
5300,56,2293
5301,45,2413
5302,52,2062
5303,52,2028
5304,65,1820
5305,52,2249
5306,70,1815
5307,55,2478
5308,28,2621
5309,32,2588
5310,53,2280
5311,59,2103
5312,62,2023
5313,58,2431
5314,53,2456
5315,64,2081
5316,62,2070
5317,43,2408
5318,65,1937
5319,32,2309
5320,41,2047
5321,39,2113
5322,62,2279
5323,61,2284
5324,42,2233
5325,61,1880
5326,25,2397
5327,35,2026
5328,59,2293
5329,37,2137
5330,33,2192
5331,57,2357
5332,19,2778
5333,33,2582
5334,34,2462
5335,23,2568
5336,25,2436
5337,21,2808
5338,55,2072
5339,32,2588
5340,54,2361
5341,31,2102
5342,51,2131
5343,36,2406
5344,49,2138
5345,52,2403
5346,36,2421
5347,33,2516
5348,25,2563
5349,48,2039
5350,39,2502
5351,33,2136
5352,66,1928
5353,65,2202
5354,58,2002
5355,18,2506
5356,68,2274
5357,25,2439
5358,41,2002
5359,49,2486
5360,19,2394
5361,42,2285
5362,50,2243
5363,35,2277
5364,40,2291
5365,43,2076
5366,36,2102
5367,35,2268
5368,41,2184
5369,39,2395
5370,21,2505
